class,Sink,Sink,Sink,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer,LinearTransformer
label,LD_DE153_dhg_hhg,LD_DE153_dhg_ind,LD_DE15_dhg_el,HPPek_1_DE152_dhg_gas,HPPek_1_DE152_dhg_gas,HPPek_2_DE152_dhg_hc,HPPek_2_DE152_dhg_hc,HPPek_3_DE152_dhg_gas,HPPek_3_DE152_dhg_gas
source,B_DE153_dhg_hhg,B_DE153_dhg_ind,B_DE15_dhg_el,HPPek_1_DE152_dhg_gas,HPPek_1_DE152_dhg_gas,HPPek_2_DE152_dhg_hc,HPPek_2_DE152_dhg_hc,HPPek_3_DE152_dhg_gas,HPPek_3_DE152_dhg_gas
target,LD_DE153_dhg_hhg,LD_DE153_dhg_ind,LD_DE15_dhg_el,B_DE152_dhg_el,B_DE152_dhg_gas_th,B_DE152_dhg_el,B_DE152_dhg_hc_th,B_DE152_dhg_el,B_DE152_dhg_gas_th
attribute,actual_value,actual_value,actual_value,conversion_factors,conversion_factors,conversion_factors,conversion_factors,conversion_factors,conversion_factors
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
,,,,,,,,0.38,0.42
